id,b,c,v,t
1036021,1,36,21,"And Dishon, and Ezer, and Dishan: these are the dukes of the Horites, the children of Seir in the land of Edom."
1036022,1,36,22,"And the children of Lotan were Hori and Hemam; and Lotan's sister was Timna."
1036023,1,36,23,"And the children of Shobal were these; Alvan, and Manahath, and Ebal, Shepho, and Onam."
1036024,1,36,24,"And these are the children of Zibeon; both Ajah, and Anah: this was that Anah that found the mules in the wilderness, as he fed the asses of Zibeon his father."
1036025,1,36,25,"And the children of Anah were these; Dishon, and Aholibamah the daughter of Anah."
1036026,1,36,26,"And these are the children of Dishon; Hemdan, and Eshban, and Ithran, and Cheran."
1036027,1,36,27,"The children of Ezer are these; Bilhan, and Zaavan, and Akan."
1036028,1,36,28,"The children of Dishan are these; Uz, and Aran."
1036029,1,36,29,"These are the dukes that came of the Horites; duke Lotan, duke Shobal, duke Zibeon, duke Anah,"
1036030,1,36,30,"Duke Dishon, duke Ezer, duke Dishan: these are the dukes that came of Hori, among their dukes in the land of Seir."
1036031,1,36,31,"And these are the kings that reigned in the land of Edom, before there reigned any king over the children of Israel."
1036032,1,36,32,"And Bela the son of Beor reigned in Edom: and the name of his city was Dinhabah."
1036033,1,36,33,"And Bela died, and Jobab the son of Zerah of Bozrah reigned in his stead."
1036034,1,36,34,"And Jobab died, and Husham of the land of Temani reigned in his stead."
1036035,1,36,35,"And Husham died, and Hadad the son of Bedad, who smote Midian in the field of Moab, reigned in his stead: and the name of his city was Avith."
1036036,1,36,36,"And Hadad died, and Samlah of Masrekah reigned in his stead."
1036037,1,36,37,"And Samlah died, and Saul of Rehoboth by the river reigned in his stead."
1036038,1,36,38,"And Saul died, and Baalhanan the son of Achbor reigned in his stead."
1036039,1,36,39,"And Baalhanan the son of Achbor died, and Hadar reigned in his stead: and the name of his city was Pau; and his wife's name was Mehetabel, the daughter of Matred, the daughter of Mezahab."
1036040,1,36,40,"And these are the names of the dukes that came of Esau, according to their families, after their places, by their names; duke Timnah, duke Alvah, duke Jetheth,"
1036041,1,36,41,"Duke Aholibamah, duke Elah, duke Pinon,"
1036042,1,36,42,"Duke Kenaz, duke Teman, duke Mibzar,"
1036043,1,36,43,"Duke Magdiel, duke Iram: these be the dukes of Edom, according to their habitations in the land of their possession: he is Esau the father of the Edomites."
1037001,1,37,1,"And Jacob dwelt in the land wherein his father was a stranger, in the land of Canaan."
1037002,1,37,2,"These are the generations of Jacob. Joseph, being seventeen years old, was feeding the flock with his brethren; and the lad was with the sons of Bilhah, and with the sons of Zilpah, his father's wives: and Joseph brought unto his father their evil report."
1037003,1,37,3,"Now Israel loved Joseph more than all his children, because he was the son of his old age: and he made him a coat of many colors."
1037004,1,37,4,"And when his brethren saw that their father loved him more than all his brethren, they hated him, and could not speak peaceably unto him."
1037005,1,37,5,"And Joseph dreamed a dream, and he told it his brethren: and they hated him yet the more."
1037006,1,37,6,"And he said unto them, Hear, I pray you, this dream which I have dreamed:"
1037007,1,37,7,"For, behold, we were binding sheaves in the field, and, lo, my sheaf arose, and also stood upright; and, behold, your sheaves stood round about, and made obeisance to my sheaf."
1037008,1,37,8,"And his brethren said to him, Shalt thou indeed reign over us? or shalt thou indeed have dominion over us? And they hated him yet the more for his dreams, and for his words."
1037009,1,37,9,"And he dreamed yet another dream, and told it his brethren, and said, Behold, I have dreamed a dream more; and, behold, the sun and the moon and the eleven stars made obeisance to me."
1037010,1,37,10,"And he told it to his father, and to his brethren: and his father rebuked him, and said unto him, What is this dream that thou hast dreamed? Shall I and thy mother and thy brethren indeed come to bow down ourselves to thee to the earth?"
1037011,1,37,11,"And his brethren envied him; but his father observed the saying."
1037012,1,37,12,"And his brethren went to feed their father's flock in Shechem."
1037013,1,37,13,"And Israel said unto Joseph, Do not thy brethren feed the flock in Shechem? come, and I will send thee unto them. And he said to him, Here am I."
1037014,1,37,14,"And he said to him, Go, I pray thee, see whether it be well with thy brethren, and well with the flocks; and bring me word again. So he sent him out of the vale of Hebron, and he came to Shechem."
1037015,1,37,15,"And a certain man found him, and, behold, he was wandering in the field: and the man asked him, saying, What seekest thou?"
1037016,1,37,16,"And he said, I seek my brethren: tell me, I pray thee, where they feed their flocks."
1037017,1,37,17,"And the man said, They are departed hence; for I heard them say, Let us go to Dothan. And Joseph went after his brethren, and found them in Dothan."
1037018,1,37,18,"And when they saw him afar off, even before he came near unto them, they conspired against him to slay him."
1037019,1,37,19,"And they said one to another, Behold, this dreamer cometh."
1037020,1,37,20,"Come now therefore, and let us slay him, and cast him into some pit, and we will say, Some evil beast hath devoured him: and we shall see what will become of his dreams."
1037021,1,37,21,"And Reuben heard it, and he delivered him out of their hands; and said, Let us not kill him."
1037022,1,37,22,"And Reuben said unto them, Shed no blood, but cast him into this pit that is in the wilderness, and lay no hand upon him; that he might rid him out of their hands, to deliver him to his father again."
1037023,1,37,23,"And it came to pass, when Joseph was come unto his brethren, that they stripped Joseph out of his coat, his coat of many colors that was on him;"
1037024,1,37,24,"And they took him, and cast him into a pit: and the pit was empty, there was no water in it."
1037025,1,37,25,"And they sat down to eat bread: and they lifted up their eyes and looked, and, behold, a company of Ishmaelites came from Gilead with their camels bearing spicery and balm and myrrh, going to carry it down to Egypt."
1037026,1,37,26,"And Judah said unto his brethren, What profit is it if we slay our brother, and conceal his blood?"
1037027,1,37,27,"Come, and let us sell him to the Ishmaelites, and let not our hand be upon him; for he is our brother and our flesh. And his brethren were content."
1037028,1,37,28,"Then there passed by Midianites merchantmen; and they drew and lifted up Joseph out of the pit, and sold Joseph to the Ishmaelites for twenty pieces of silver: and they brought Joseph into Egypt."
1037029,1,37,29,"And Reuben returned unto the pit; and, behold, Joseph was not in the pit; and he rent his clothes."
1037030,1,37,30,"And he returned unto his brethren, and said, The child is not; and I, whither shall I go?"
1037031,1,37,31,"And they took Joseph's coat, and killed a kid of the goats, and dipped the coat in the blood;"
1037032,1,37,32,"And they sent the coat of many colors, and they brought it to their father; and said, This have we found: know now whether it be thy son's coat or no."
1037033,1,37,33,"And he knew it, and said, It is my son's coat; an evil beast hath devoured him; Joseph is without doubt rent in pieces."
1037034,1,37,34,"And Jacob rent his clothes, and put sackcloth upon his loins, and mourned for his son many days."
1037035,1,37,35,"And all his sons and all his daughters rose up to comfort him; but he refused to be comforted; and he said, For I will go down into the grave unto my son mourning. Thus his father wept for him."
1037036,1,37,36,"And the Midianites sold him into Egypt unto Potiphar, an officer of Pharaoh's, and captain of the guard."
1038001,1,38,1,"And it came to pass at that time, that Judah went down from his brethren, and turned in to a certain Adullamite, whose name was Hirah."
1038002,1,38,2,"And Judah saw there a daughter of a certain Canaanite, whose name was Shuah; and he took her, and went in unto her."
1038003,1,38,3,"And she conceived, and bare a son; and he called his name Er."
1038004,1,38,4,"And she conceived again, and bare a son; and she called his name Onan."
